city,taluka,area
Osmanabad,Osmanabad Taluka-1,Pashan Nagar
Hingoli,Hingoli Taluka-3,Netajilayout Extension
Washim,Washim Taluka-2,Kasba Peth
Yavatmal,Yavatmal Urban,Manjari Colony
Bhandara,Bhandara Taluka-2,Wanowrie Market
Gondia,Gondia Rural,Gardenvihar East
Gadchiroli,Gadchiroli North,Koregaon Park
Chandrapur,Chandrapur Taluka-3,Hadapsar Society
Bid,Bid Urban,Gayatribagh East
Miraj,Miraj West,Krishnagalli Industrial
Ichalkaranji,Ichalkaranji North,Oldvihar North
Pandharpur,Pandharpur Taluka-2,Camp Nagar
Pune,Pune East,Sus Road
Mumbai,Mumbai Taluka-2,Santgaon Central 2
Nagpur,Nagpur South,Sus Colony
Nashik,Nashik South,Saibagh Industrial
Aurangabad,Aurangabad Taluka-3,Newgalli Central
Kolhapur,Kolhapur Central,Kondhwa Road 16
Solapur,Solapur West,Rajnagar Phase-2
Sangli,Sangli East,Undri Society
Satara,Satara South,Saipeth West
Jalgaon,Jalgaon West,Bandra
Amravati,Amravati West,Lohegaon Society
Pimpri-Chinchwad,Pimpri-Chinchwad Taluka-2,Shreepur Central 16
Thane,Thane South,Gayatribasti Phase-1
Navi Mumbai,Navi Mumbai Taluka-2,Kurla Nagar
Akola,Akola Central,Camp Layout
Wardha,Wardha Taluka-3,Oldbagh South
Beed,Beed North,Wanowrie 3
Latur,Latur Urban,Pashan Society 12
Nanded,Nanded Central,Udaypeth South
Parbhani,Parbhani Taluka-1,Aundh Colony
Raigad,Raigad North,Ambegaon Road
Ratnagiri,Ratnagiri Taluka-1,Prakashchowk Residential
Sindhudurg,Sindhudurg West,Lakepeth Phase-1
Palghar,Palghar North,Byculla
Buldhana,Buldhana Taluka-1,Wanowrie Nagar
Nandurbar,Nandurbar West,Udaypura West
Dhule,Dhule South,Kalyani Nagar Nagar 4
Jalna,Jalna Taluka-1,Rajapur Industrial
Osmanabad,Osmanabad Taluka-2,Byculla Bazar
Hingoli,Hingoli Taluka-1,Gandhibasti Residential
Washim,Washim Taluka-3,Hinjawadi Market
Yavatmal,Yavatmal Rural,Viman Nagar Market
Bhandara,Bhandara Central,Greenmarket South
Gondia,Gondia Urban,Bavdhan Market 15
Gadchiroli,Gadchiroli East,Byculla Bazar
Chandrapur,Chandrapur East,Sagarmarket West
Bid,Bid Central,Mulund Nagar
Miraj,Miraj Taluka-2,Khar Road
Ichalkaranji,Ichalkaranji Central,Juhu Bazar
Pandharpur,Pandharpur Rural,Ramcolony Extension
Pune,Pune Taluka-3,Gayatrimandi West
Mumbai,Mumbai Taluka-2,Borivali Colony
Nagpur,Nagpur Taluka-1,Gardenlayout Central
Nashik,Nashik South,Ambegaon Layout
Aurangabad,Aurangabad Central,Fursungi Road
Kolhapur,Kolhapur North,Yerawada Market
Solapur,Solapur Rural,Vasantlayout Phase-2
Sangli,Sangli East,Anandgalli Residential
Satara,Satara Rural,Kondhwa Layout
Jalgaon,Jalgaon North,Gardenvihar North 1
Amravati,Amravati East,Aundh
Pimpri-Chinchwad,Pimpri-Chinchwad West,Viman Nagar
Thane,Thane East,Greenlayout East
Navi Mumbai,Navi Mumbai Rural,Krishnawadi Extension
Akola,Akola Central,Magarpatta Colony
Wardha,Wardha Taluka-3,Bhosari Market
Beed,Beed West,Hinjawadi Society
Latur,Latur Taluka-1,Worli Layout
Nanded,Nanded Taluka-3,Rajpeth Central
Parbhani,Parbhani Taluka-1,Bavdhan Layout
Raigad,Raigad Taluka-3,Riverbasti North
Ratnagiri,Ratnagiri West,Saigaon South 6
Sindhudurg,Sindhudurg South,Saipur Extension
Palghar,Palghar North,Bhosari Market
Buldhana,Buldhana North,Lakepura Residential
Nandurbar,Nandurbar Central,Oldpura Phase-1
Dhule,Dhule Taluka-2,Andheri 10
Jalna,Jalna Rural,Bhosari Layout
Osmanabad,Osmanabad Taluka-2,Manjari Colony
Hingoli,Hingoli East,Ramcolony Industrial
Washim,Washim Taluka-3,Saigalli Extension
Yavatmal,Yavatmal South,Chembur Bazar
Bhandara,Bhandara Central,Magarpatta Bazar
Gondia,Gondia Taluka-2,Viman Nagar Bazar
Gadchiroli,Gadchiroli Urban,Nigdi Society
Chandrapur,Chandrapur Central,Undri Layout
Bid,Bid Central,Rajagalli South
Miraj,Miraj Taluka-3,Kharadi Layout
Ichalkaranji,Ichalkaranji East,Pimpri Road
Pandharpur,Pandharpur Rural,Greenpeth West
Pune,Pune East,Ramcolony Industrial
Mumbai,Mumbai Rural,Sagargalli North
Nagpur,Nagpur West,Oldchowk Central
Nashik,Nashik Central,Hillpura Phase-2
Aurangabad,Aurangabad North,Oldgaon Phase-1
Kolhapur,Kolhapur Rural,Khar Colony
Solapur,Solapur West,Shreenagar East
Sangli,Sangli West,Vijaygalli West
Satara,Satara Central,Kondhwa
Jalgaon,Jalgaon Rural,Shivaji Nagar Road
Amravati,Amravati Central,Ghatkopar
Pimpri-Chinchwad,Pimpri-Chinchwad Taluka-3,Pimple Saudagar Colony
Thane,Thane Taluka-2,Kurla Bazar
Navi Mumbai,Navi Mumbai East,Gayatripura South
Akola,Akola Taluka-2,Wanowrie Layout
Wardha,Wardha Taluka-2,Rajachowk Phase-1
Beed,Beed Urban,Bandra Road
Latur,Latur Taluka-2,Pimpri Society
Nanded,Nanded Central,Borivali Colony
Parbhani,Parbhani Taluka-2,Viman Nagar Society
Raigad,Raigad Rural,Shivwadi Phase-2
Ratnagiri,Ratnagiri Taluka-1,Fursungi Colony
Sindhudurg,Sindhudurg Taluka-1,Kharadi Bazar
Palghar,Palghar South,Bandra
Buldhana,Buldhana South,Ramchowk Phase-1
Nandurbar,Nandurbar West,Chembur Market
Dhule,Dhule Rural,Vile Parle Society
Jalna,Jalna South,Aundh Layout
Osmanabad,Osmanabad West,Kharadi Nagar
Hingoli,Hingoli Rural,Shivcolony South
Washim,Washim East,Greenpeth Phase-2
Yavatmal,Yavatmal South,Pimple Saudagar Society
Bhandara,Bhandara Taluka-2,Vasantgalli Central
Gondia,Gondia Taluka-2,Santmarket Phase-2
Gadchiroli,Gadchiroli West,Aundh Nagar 16
Chandrapur,Chandrapur Taluka-1,Udaynagar Industrial
Bid,Bid Taluka-2,FC Road Road
Miraj,Miraj North,Shreecolony North
Ichalkaranji,Ichalkaranji East,Rajamandi Phase-1
Pandharpur,Pandharpur South,Gardenmandi South
Pune,Pune West,Anandpur Phase-2
Mumbai,Mumbai Urban,Manjari Bazar
Nagpur,Nagpur West,Rajbasti South
Nashik,Nashik West,Shivbasti Phase-2 6
Aurangabad,Aurangabad Urban,Oldmarket Central
Kolhapur,Kolhapur South,Rajbasti Industrial
Solapur,Solapur North,Pimpri Road
Sangli,Sangli Central,Saipeth Phase-1
Satara,Satara West,FC Road Nagar
Jalgaon,Jalgaon West,Santpur Residential
Amravati,Amravati East,Baner Market
Pimpri-Chinchwad,Pimpri-Chinchwad South,Sagarvihar Extension
Thane,Thane South,Shreepur South 5
Navi Mumbai,Navi Mumbai South,Magarpatta
Akola,Akola East,Kurla Layout
Wardha,Wardha East,Bandra Colony
Beed,Beed Rural,Narhe Road
Latur,Latur Taluka-1,Hinjawadi Road
Nanded,Nanded Taluka-2,Riverpur South
Parbhani,Parbhani Taluka-1,Hadapsar Society
Raigad,Raigad Urban,Shreevihar North 20
Ratnagiri,Ratnagiri Central,Gayatribasti Phase-1
Sindhudurg,Sindhudurg South,Greenbasti Phase-2
Palghar,Palghar Urban,Saiwadi East
Buldhana,Buldhana South,Dhayari Bazar
Nandurbar,Nandurbar Taluka-2,Bandra Market
Dhule,Dhule Taluka-1,Bandra Colony
Jalna,Jalna Central,Ambegaon Nagar 2
Osmanabad,Osmanabad Taluka-3,Kasba Peth Society
Hingoli,Hingoli Taluka-1,Chembur Society
Washim,Washim Urban,Baner Bazar
Yavatmal,Yavatmal Taluka-3,Shivwadi East
Bhandara,Bhandara North,Shivaji Nagar Society
Gondia,Gondia Taluka-2,Khar Layout
Gadchiroli,Gadchiroli West,Shivwadi Residential
Chandrapur,Chandrapur Taluka-2,Kharadi Road
Bid,Bid East,Wanowrie Market
Miraj,Miraj Taluka-1,Khar Road
Ichalkaranji,Ichalkaranji Central,Rajpura Phase-2
Pandharpur,Pandharpur Taluka-3,Udaybagh East
Pune,Pune East,Mulund Colony
Mumbai,Mumbai Taluka-2,Magarpatta Nagar
Nagpur,Nagpur Taluka-2,Greenbagh Residential
Nashik,Nashik North,Sus
Aurangabad,Aurangabad South,Undri Nagar
Kolhapur,Kolhapur North,Shantibagh Industrial
Solapur,Solapur West,Krishnamandi South
Sangli,Sangli Central,Undri Market
Satara,Satara South,Wagholi Nagar
Jalgaon,Jalgaon South,Hadapsar
Amravati,Amravati Central,Magarpatta Road
Pimpri-Chinchwad,Pimpri-Chinchwad Urban,Lakemandi West
Thane,Thane Taluka-1,Shreechowk Central
Navi Mumbai,Navi Mumbai South,Shivaji Nagar Nagar
Akola,Akola Urban,FC Road Layout 15
Wardha,Wardha Taluka-1,Gayatricolony West
Beed,Beed West,Katraj Market
Latur,Latur Urban,Katraj Colony
Nanded,Nanded Central,Oldmarket South
Parbhani,Parbhani Rural,Hinjawadi Layout
Raigad,Raigad Urban,Pashan Layout 9
Ratnagiri,Ratnagiri Taluka-1,Kondhwa Nagar
Sindhudurg,Sindhudurg Taluka-1,Borivali Market
Palghar,Palghar North,Wakad
Buldhana,Buldhana Taluka-1,Kondhwa
Nandurbar,Nandurbar Rural,Katraj Nagar
Dhule,Dhule West,Wanowrie Layout
Jalna,Jalna Central,Wagholi Bazar
Osmanabad,Osmanabad Taluka-1,Juhu Market
Hingoli,Hingoli Taluka-1,Gandhipura West
Washim,Washim Urban,Hadapsar Bazar
Yavatmal,Yavatmal Rural,Akurdi Bazar
Bhandara,Bhandara East,Kothrud Market
Gondia,Gondia Urban,Colaba
Gadchiroli,Gadchiroli Taluka-2,Camp Nagar
Chandrapur,Chandrapur Taluka-2,Pashan Bazar
Bid,Bid Central,Wakad Bazar
Miraj,Miraj Taluka-2,Netajicolony North
Ichalkaranji,Ichalkaranji Central,Bandra Market
Pandharpur,Pandharpur Rural,Lohegaon Nagar
Pune,Pune Taluka-3,Vijaypur West
Mumbai,Mumbai Rural,Prakashpur Central
Nagpur,Nagpur Taluka-1,Dhayari Society
Nashik,Nashik Rural,Wagholi
Aurangabad,Aurangabad Urban,Wanowrie Road
Kolhapur,Kolhapur West,Camp 16
Solapur,Solapur North,Hadapsar Road
Sangli,Sangli North,Yerawada Society
Satara,Satara East,Lakechowk Residential
Jalgaon,Jalgaon Taluka-1,Greenwadi East
Amravati,Amravati West,Hadapsar
Pimpri-Chinchwad,Pimpri-Chinchwad Rural,Koregaon Park Road 9
Thane,Thane East,Ambegaon Bazar
Navi Mumbai,Navi Mumbai Urban,Nigdi Market
Akola,Akola Urban,Shreevihar Phase-2
Wardha,Wardha East,Rajpeth West
Beed,Beed West,Pimpri Nagar
Latur,Latur East,Shivpeth Industrial
Nanded,Nanded South,Lohegaon Road
Parbhani,Parbhani Taluka-1,Pimple Saudagar Bazar
Raigad,Raigad Taluka-3,Krishnalayout Industrial
Ratnagiri,Ratnagiri Taluka-2,Andheri Nagar
Sindhudurg,Sindhudurg West,Vijaychowk Central
Palghar,Palghar Taluka-1,Krishnagaon Phase-1
Buldhana,Buldhana West,Baner Nagar
Nandurbar,Nandurbar Rural,Camp Market
Dhule,Dhule Urban,Gardenpeth North
Jalna,Jalna Central,Rajpura Extension
Osmanabad,Osmanabad Taluka-2,Bhosari Colony
Hingoli,Hingoli Taluka-2,Oldpeth Residential
Washim,Washim Urban,Viman Nagar Bazar
Yavatmal,Yavatmal Urban,Hillwadi Residential
Bhandara,Bhandara Central,Bhosari Road
Gondia,Gondia Rural,Ganeshbagh Phase-1
Gadchiroli,Gadchiroli Taluka-2,Greenlayout Residential 7
Chandrapur,Chandrapur East,Netajicolony South 18
Bid,Bid Taluka-2,Sagarpura North
Miraj,Miraj Taluka-2,Balewadi Market
Ichalkaranji,Ichalkaranji Taluka-1,Pimpri Nagar
Pandharpur,Pandharpur Urban,Rivervihar West
Pune,Pune South,Gardenmandi Industrial
Mumbai,Mumbai Urban,Chembur Market
Nagpur,Nagpur West,Sagarvihar Industrial
Nashik,Nashik South,Gardenlayout Industrial
Aurangabad,Aurangabad Central,Ganeshvihar Industrial
Kolhapur,Kolhapur Rural,Netajilayout Central
Solapur,Solapur Taluka-1,Gardenchowk East
Sangli,Sangli Taluka-3,Aundh 10
Satara,Satara North,Lakevihar Phase-1
Jalgaon,Jalgaon Rural,Santmarket Phase-2
Amravati,Amravati Central,Rajapura Residential 13
Pimpri-Chinchwad,Pimpri-Chinchwad North,Sus Road
Thane,Thane Taluka-1,Vasantchowk Residential
Navi Mumbai,Navi Mumbai East,Greenvihar South
Akola,Akola East,Gardenpura South
Wardha,Wardha North,Netajipeth Residential
Beed,Beed Central,Rampeth Industrial
Latur,Latur Urban,Shivmandi Phase-1
Nanded,Nanded Taluka-3,Magarpatta Society
Parbhani,Parbhani Taluka-3,Wakad
Raigad,Raigad Urban,Rajavihar North
Ratnagiri,Ratnagiri Taluka-1,Kalyani Nagar 16
Sindhudurg,Sindhudurg South,Aundh Nagar
Palghar,Palghar Taluka-1,Katraj Nagar
Buldhana,Buldhana West,Udaybagh Phase-2 9
Nandurbar,Nandurbar Urban,Narhe
Dhule,Dhule West,Newvihar Residential
Jalna,Jalna South,Ramgalli North
Osmanabad,Osmanabad North,Andheri Colony
Hingoli,Hingoli Taluka-3,Balewadi Market
Washim,Washim East,Udaybagh Central
Yavatmal,Yavatmal South,Katraj
Bhandara,Bhandara West,Dhayari Road 16
Gondia,Gondia Taluka-1,Shantipura West
Gadchiroli,Gadchiroli Central,Kharadi Nagar
Chandrapur,Chandrapur East,Rivermarket Phase-1
Bid,Bid East,Vile Parle
Miraj,Miraj Taluka-1,Worli Bazar
Ichalkaranji,Ichalkaranji Central,Anandgaon North 19
Pandharpur,Pandharpur East,Santgalli East
Pune,Pune Taluka-3,Dhayari Colony
Mumbai,Mumbai Taluka-2,Yerawada Road
Nagpur,Nagpur Taluka-1,Hinjawadi
Nashik,Nashik East,Yerawada Society
Aurangabad,Aurangabad North,Rampur West
Kolhapur,Kolhapur Taluka-2,Undri Road
Solapur,Solapur South,Anandvihar Phase-1
Sangli,Sangli East,Vile Parle Bazar
Satara,Satara West,Koregaon Park Market
Jalgaon,Jalgaon North,Anandcolony Industrial
Amravati,Amravati East,Greenvihar Phase-1 19
Pimpri-Chinchwad,Pimpri-Chinchwad Urban,Sagarcolony South
Thane,Thane Taluka-3,FC Road Colony
Navi Mumbai,Navi Mumbai South,Shreegaon Phase-1
Akola,Akola Urban,Narhe Market
Wardha,Wardha East,Dhayari
Beed,Beed Rural,Fursungi Society 2
Latur,Latur Taluka-2,Undri Bazar
Nanded,Nanded Taluka-2,Newwadi Phase-1
Parbhani,Parbhani Taluka-1,Borivali Market
Raigad,Raigad Urban,Viman Nagar Bazar
Ratnagiri,Ratnagiri Taluka-2,Kothrud Road
Sindhudurg,Sindhudurg South,Borivali Bazar
Palghar,Palghar North,Newmarket Residential
Buldhana,Buldhana Taluka-2,Rajcolony West
Nandurbar,Nandurbar Rural,Bavdhan Nagar
Dhule,Dhule Taluka-1,Anandgalli Industrial
Jalna,Jalna South,Manjari Society
Osmanabad,Osmanabad Taluka-1,Vasantmarket West
Hingoli,Hingoli Taluka-3,Hadapsar
Washim,Washim East,Rambagh South
Yavatmal,Yavatmal Urban,Manjari Market
Bhandara,Bhandara North,Shivpura Extension
Gondia,Gondia Rural,Netajilayout Phase-1
Gadchiroli,Gadchiroli Urban,Kothrud Market
Chandrapur,Chandrapur Taluka-2,Baner Road
Bid,Bid Central,Vasantchowk South
Miraj,Miraj North,Lohegaon Society
Ichalkaranji,Ichalkaranji North,Lohegaon Market
Pandharpur,Pandharpur East,Hillpura South
Pune,Pune East,Lohegaon Bazar
Mumbai,Mumbai Urban,Dadar Bazar
Nagpur,Nagpur Taluka-2,Bavdhan Society
Nashik,Nashik Central,Greengaon Phase-1
Aurangabad,Aurangabad Central,Udaybagh West
Kolhapur,Kolhapur Taluka-3,Shivvihar Central
Solapur,Solapur Central,Magarpatta Bazar
Sangli,Sangli Central,Ghatkopar Layout
Satara,Satara South,Bavdhan Market
Jalgaon,Jalgaon Taluka-3,Newwadi Phase-1
Amravati,Amravati West,Shivmandi West
Pimpri-Chinchwad,Pimpri-Chinchwad Taluka-3,Manjari Road
Thane,Thane South,Vijaypura East
Navi Mumbai,Navi Mumbai Central,Camp Nagar
Akola,Akola East,Wanowrie Society
Wardha,Wardha North,Ramchowk Central
Beed,Beed Rural,Viman Nagar Nagar
Latur,Latur Urban,Undri
Nanded,Nanded Taluka-3,Newlayout Residential
Parbhani,Parbhani Rural,Ambegaon Road
Raigad,Raigad West,Hinjawadi Layout
Ratnagiri,Ratnagiri Central,Rajachowk North
Sindhudurg,Sindhudurg West,Koregaon Park Colony
Palghar,Palghar North,Khar
Buldhana,Buldhana East,Hillvihar East
Nandurbar,Nandurbar Taluka-1,Krishnanagar South
Dhule,Dhule Urban,Kalyani Nagar Layout
Jalna,Jalna Taluka-1,Rampeth East
Osmanabad,Osmanabad East,Dhayari Road 8
Hingoli,Hingoli Taluka-3,Katraj
Washim,Washim East,Lakevihar North
Yavatmal,Yavatmal West,Chinchwad Colony
Bhandara,Bhandara South,Wakad Colony
Gondia,Gondia Taluka-2,Chembur Road
Gadchiroli,Gadchiroli Taluka-2,Katraj Colony 2
Chandrapur,Chandrapur Rural,Shivaji Nagar Nagar
Bid,Bid Urban,Ramchowk South
Miraj,Miraj Taluka-1,Anandpura Residential
Ichalkaranji,Ichalkaranji South,Hadapsar Society
Pandharpur,Pandharpur East,Yerawada Bazar
Pune,Pune South,Ganeshwadi North
Mumbai,Mumbai West,Udaypura South
Nagpur,Nagpur West,Santgalli South
Nashik,Nashik Urban,Gardencolony Residential
Aurangabad,Aurangabad Urban,Vijaygaon Industrial 13
Kolhapur,Kolhapur Taluka-2,Narhe
Solapur,Solapur West,Nigdi Bazar
Sangli,Sangli North,Viman Nagar
Satara,Satara North,Lakemarket Central
Jalgaon,Jalgaon South,Baner Nagar
Amravati,Amravati West,Kondhwa Layout
Pimpri-Chinchwad,Pimpri-Chinchwad Taluka-1,Shantipeth Phase-2
Thane,Thane Central,Aundh Market
Navi Mumbai,Navi Mumbai Rural,Magarpatta Layout
Akola,Akola Urban,Koregaon Park Road
Wardha,Wardha East,Katraj Road
Beed,Beed Rural,Pimpri Bazar
Latur,Latur Taluka-1,Manjari Road
Nanded,Nanded South,Shivmandi West
Parbhani,Parbhani Taluka-2,Udaymandi South
Raigad,Raigad West,Ambegaon Colony 9
Ratnagiri,Ratnagiri Central,Dhayari
Sindhudurg,Sindhudurg West,Rivermarket Extension
Palghar,Palghar Taluka-1,Shreebagh Residential
Buldhana,Buldhana East,Saimandi Phase-1
Nandurbar,Nandurbar Central,Rivercolony Phase-2 18
Dhule,Dhule South,Dhayari Nagar
Jalna,Jalna South,Mulund Road
Osmanabad,Osmanabad West,Fursungi
Hingoli,Hingoli East,Worli Society
Washim,Washim Urban,Oldgaon East
Yavatmal,Yavatmal West,Shantibagh Industrial
Bhandara,Bhandara Taluka-2,Santbasti South
Gondia,Gondia Central,Gandhicolony North
Gadchiroli,Gadchiroli East,Lohegaon Bazar
Chandrapur,Chandrapur Taluka-1,Hinjawadi Nagar
Bid,Bid Urban,Katraj
Miraj,Miraj Taluka-2,Katraj 18
Ichalkaranji,Ichalkaranji Taluka-2,Rajlayout West
Pandharpur,Pandharpur North,Narhe
Pune,Pune Central,Rajmarket Central
Mumbai,Mumbai Taluka-3,Sus Bazar
Nagpur,Nagpur West,Colaba Layout
Nashik,Nashik South,Juhu Road
Aurangabad,Aurangabad Urban,Wagholi Bazar
Kolhapur,Kolhapur South,Oldpur Extension
Solapur,Solapur Urban,Yerawada Society
Sangli,Sangli North,Riverchowk North
Satara,Satara Rural,Krishnapeth Residential
Jalgaon,Jalgaon Urban,Gardencolony Residential
Amravati,Amravati West,Ambegaon Nagar
Pimpri-Chinchwad,Pimpri-Chinchwad Taluka-3,Shreebagh Extension
Thane,Thane South,Gardenlayout Phase-1 13
Navi Mumbai,Navi Mumbai Taluka-2,Gardenpur Phase-2
Akola,Akola Central,Newbasti Phase-1
Wardha,Wardha Taluka-2,Baner Colony
Beed,Beed North,Bandra Market
Latur,Latur Taluka-1,Ambegaon Road
Nanded,Nanded South,Khar
Parbhani,Parbhani North,Narhe Nagar
Raigad,Raigad Rural,Newlayout Phase-1
Ratnagiri,Ratnagiri Central,Shivmarket Industrial
Sindhudurg,Sindhudurg South,Sus Nagar
Palghar,Palghar North,Prakashpeth East
Buldhana,Buldhana South,Saimandi North
Nandurbar,Nandurbar Taluka-1,Chembur Nagar
Dhule,Dhule Rural,Gayatripura West
Jalna,Jalna Taluka-1,Pashan Bazar
Osmanabad,Osmanabad East,Vasantchowk South
Hingoli,Hingoli Taluka-1,Juhu Colony
Washim,Washim Taluka-2,Vile Parle
Yavatmal,Yavatmal South,Wanowrie Market
Bhandara,Bhandara South,Prakashmarket West
Gondia,Gondia Taluka-1,Riverpeth Extension
Gadchiroli,Gadchiroli Urban,Lower Parel Layout
Chandrapur,Chandrapur East,Dadar Road
Bid,Bid East,Shivbasti Extension
Miraj,Miraj Taluka-1,Kothrud
Ichalkaranji,Ichalkaranji Taluka-1,Shivaji Nagar Bazar
Pandharpur,Pandharpur South,Fursungi Road
Pune,Pune Taluka-2,Juhu Layout
Mumbai,Mumbai West,Santchowk Extension
Nagpur,Nagpur Taluka-2,Shantipura Phase-1 10
Nashik,Nashik South,Katraj Road
Aurangabad,Aurangabad Taluka-3,Shantilayout Residential
Kolhapur,Kolhapur South,Dadar
Solapur,Solapur Central,Rivervihar Residential
Sangli,Sangli East,Dadar Nagar
Satara,Satara South,Krishnabagh Phase-2
Jalgaon,Jalgaon South,Undri Bazar
Amravati,Amravati Taluka-3,Nigdi Society
Pimpri-Chinchwad,Pimpri-Chinchwad Rural,Andheri Society
Thane,Thane Urban,Ganeshpura Industrial
Navi Mumbai,Navi Mumbai Taluka-2,Ambegaon Road
Akola,Akola Central,Shantimarket Industrial
Wardha,Wardha Taluka-3,Kalyani Nagar Colony 20
Beed,Beed Central,Netajibagh Extension
Latur,Latur Urban,Rammarket Phase-1
Nanded,Nanded West,Kharadi Market
Parbhani,Parbhani Rural,Shivpur West
Raigad,Raigad Taluka-3,Ghatkopar
Ratnagiri,Ratnagiri Taluka-2,Oldpur West
Sindhudurg,Sindhudurg West,Pimpri Society
Palghar,Palghar South,Hillwadi South
Buldhana,Buldhana Urban,Kasba Peth Layout
Nandurbar,Nandurbar West,Shivcolony Extension
Dhule,Dhule Taluka-2,Vasantpura Phase-1
Jalna,Jalna Central,Wanowrie
Osmanabad,Osmanabad West,Udaynagar North
Hingoli,Hingoli Taluka-3,Camp Nagar
Washim,Washim Taluka-2,Baner
Yavatmal,Yavatmal Urban,Wagholi Layout
Bhandara,Bhandara Central,Akurdi Society
Gondia,Gondia Central,Katraj Road
Gadchiroli,Gadchiroli North,Pimpri Road
Chandrapur,Chandrapur East,Wanowrie
Bid,Bid Urban,Aundh Bazar
Miraj,Miraj Taluka-3,Bandra Road
Ichalkaranji,Ichalkaranji East,Newvihar Central
Pandharpur,Pandharpur Taluka-3,Wakad 4
Pune,Pune West,Lower Parel Road
Mumbai,Mumbai West,Dadar Road
Nagpur,Nagpur South,Rammandi Phase-1
Nashik,Nashik Rural,Magarpatta Society
Aurangabad,Aurangabad Urban,Kondhwa Society
Kolhapur,Kolhapur North,Shivgaon East
Solapur,Solapur Taluka-1,Nigdi Layout
Sangli,Sangli West,Gayatripeth Residential
Satara,Satara Central,Andheri Society
Jalgaon,Jalgaon Taluka-3,Chinchwad Road
Amravati,Amravati West,Byculla Bazar
Pimpri-Chinchwad,Pimpri-Chinchwad West,Viman Nagar Colony
Thane,Thane Taluka-3,Katraj Bazar
Navi Mumbai,Navi Mumbai Taluka-1,Newpeth East
Akola,Akola Taluka-2,Borivali
Wardha,Wardha Taluka-3,Anandbasti Industrial
Beed,Beed Central,Prakashwadi Extension 8
Latur,Latur East,Bandra Society
Nanded,Nanded West,Kasba Peth Layout
Parbhani,Parbhani Taluka-1,Kasba Peth Road
Raigad,Raigad North,Lower Parel Road
Ratnagiri,Ratnagiri Taluka-1,Rajnagar Central
Sindhudurg,Sindhudurg West,Juhu Road
Palghar,Palghar Taluka-1,Camp Bazar
Buldhana,Buldhana West,Gayatripur East
Nandurbar,Nandurbar Taluka-1,Vasantbasti East
Dhule,Dhule Rural,Chinchwad Colony 11
Jalna,Jalna South,Aundh Market 12
Osmanabad,Osmanabad Taluka-1,Yerawada Market
Hingoli,Hingoli Taluka-3,Shreebasti Phase-1
Washim,Washim Taluka-3,Hillwadi Phase-1
Yavatmal,Yavatmal Taluka-3,Undri Nagar 2
Bhandara,Bhandara Taluka-2,Vasantnagar Industrial 3
Gondia,Gondia Urban,Manjari Society
Gadchiroli,Gadchiroli North,Ghatkopar Bazar 8
Chandrapur,Chandrapur East,Ambegaon Colony
Bid,Bid Taluka-2,Chinchwad Market
Miraj,Miraj Taluka-2,Dadar
Ichalkaranji,Ichalkaranji Central,Dadar Society 14
Pandharpur,Pandharpur Taluka-2,Mulund Bazar 18
Pune,Haveli,Baner
Pune,Haveli,Balewadi
Pune,Haveli,Bavdhan
Pune,Haveli,Kothrud
Pune,Haveli,Aundh
Pune,Haveli,V.N. Lahoti Vidyarthi Bhavan
Pune,Haveli,MVPM Laxmi Boys Hostel (Mukund Nagar)
